"word","polarity","strength","sense","written_form","part_of_speech","confidence","lemgram","lemgram_frequency","lemma_frequency","example"
"förundra","neg",-2,,,"vb","0.25","förundra..vb.1",3261,3273,"Det är bara att luta sig tillbaka , prova den sköna morgonrocken och förundra sig över att rummet har två tv-apparater ."
"finskuren","pos",2,"finskuren..1","['finskuren']","av","0.75","finskuren..av.1",287,287,"ULLA ANDERSSON 036-524 50 ulla.andersson@gp.se * * * * * * * Till 10 personer 2 kg potatis 5 ägg 2 dl gräddfil 2 dl lättmajonnäs 1 dl mjölk 2 dl finskuren purjolök 1 grön paprika 2 msk kapris 2 msk persilja 2 tsk dragon salt , svartpeppar"
"betryckt","neg",-2,"betryckt..1","['betryckt']","av","1.0","betryckt..av.1",40,168,"I den katolska domkyrkan på Södermalm i Stockholm var stämningen lugn , men betryckt på fredagsmorgonen ."
"munter","pos",2,"munter..1","['munter']","av","1.0","munter..av.1",3565,3576,"En munter stillhet vilar över täcket i gräset ."
"sur","neg",-2,"sur..2","['sur']","av","0.75","sur..av.1",17235,19877,"Lyckades hon inte vinna blev hon sur som filmjölk ."
"obegriplig","pos",2,,,"av","0.25","obegriplig..av.1",7644,7673,"Dels tycktes målningen inte vara färdig , dels ansågs den helt obegriplig ."
"jättenöjd","pos",3,"jättenöjd..1","['jättenöjd']","av","0.75","jättenöjd..av.1",2521,2521,"På den fackliga sidan är man i Östersund jättenöjd med att Leni Björklund kom till staden och gav två timmar för frågor ."
"användarvänlig","pos",2,"användarvänlig..1","['användarvänlig']","av","0.75","användarvänlig..av.1",577,584,"En bra modell är användarvänlig , prisvärd , värmeisolerad samt rostar jämnt och effektivt ."
"vemodig","neg",-2,"vemodig..1","['vemodig']","av","0.5","vemodig..av.1",2200,2201,"Varje gång han dykt upp på nytt har jag skänkt Hjalmar Söderberg en vemodig tanke ."
"snarvacker","pos",2,"snarvacker..1","['snarvacker']","av","0.5","snarvacker..av.1",2,2,"['GP', ':', 's..nna.1', 'kulturskribent..nn.1', 'Elis..pm.1', 'Andersson..pm.1', 'skriva..vb.1', '""', 'snarvacker..av.1', 'vara..vb.1', 'han..pn.1', 'gudskelov..ab.1', 'inte..ab.1', '""', '.\n']"
"solig","pos",2,,,"av","0.25","solig..av.1",6885,6892,"22 / 2 : En solig dag i Park City med kungaparet på läktaren ."
"omänsklig","neg",-2,"omänsklig..1","['omänsklig']","av","0.5","omänsklig..av.1",2407,2429,"Tvärtom handlar det i hög grad om att massor av människor utför monotona , trista och slitsamma tempoarbeten i närmast omänsklig hastighet ."
"tvärarg","neg",-2,"tvärarg..1","['tvärarg']","av","0.5","tvärarg..av.1",40,41,"Efter att Kostelic vunnit kombinationstävlingen och en tvärarg Anja tagit brons gav Janica rådet att Anja borde slappna av i sin jakt på OS-guld ."
"ljus","pos",2,,,"av","0.25","ljus..av.1",34154,93254,"Liksom en ny bibelöversättning har sett dagens ljus , så har i år också en helt ny svensk lärobok presenterats , nu med Halldin och professor Sten Lindahl ( KS ) som redaktörer , och med mer än 60 medarbetare ."
"intensiv","pos",2,,,"av","0.25","intensiv..av.1",32464,33553,"En intensiv undersökning pågår för att utreda hur smittan har spritts ."
"leva ut","pos",2,,,"vbm","0.25","leva_ut..vbm.1",1632,"None","['Henry..pm.1', 'Morgan..pm.2|Morgan..pm.1', 'leva_ut..vbm.1', 'sig..pn.1', 'sista..av.1', 'år..nn.1', 'på..pp.1', 'Jamaica..pm.1', 'där..ab.1', 'han..pn.1', 'till_och_med..abm.1|till_och_med..ppm.1', 'bli..vb.1', 'guvernör..nn.1', 'och..kn.1', 'leva..vb.1', 'i..pp.1', 'enorm..av.1', 'rikedom..nn.1', 'och..kn.1', 'överflöd..nn.1', '.\n']"
"pessimistisk","neg",-2,"pessimistisk..1","['pessimistisk']","av","0.75","pessimistisk..av.1",3046,3096,"Det hann sprida sig en kort sekvens av pessimistisk ” VM-kvalkänsla ” , innan Rasmus Elm löste upp nervknutarna med kvitteringen ."
"klatschig","pos",2,"klatschig..1","['klatschig']","av","0.5","klatschig..av.1",277,278,"Claes Månsson och Marie Richardson övertygar som hjärtlöst programledarpar när Dramatens stora scen har byggts om till klatschig tevestudio för skandalsuccén Brodsky Show ."
"oriktig","neg",-2,"oriktig..1","['oriktig']","av","0.75","oriktig..av.1",2483,2924,"Det görs för att skatten är orättvis , oskälig , obegriplig , okontrollerbar , oriktig , ogrundad , ojust och oproportionerlig ."
"häpen","pos",2,,,"av","0.25","häpen..av.1",2135,2640,"– Jag är väldigt häpen ."
"deprimerad","neg",-2,"deprimerad..1","['deprimerad']","av","1.0","deprimerad..av.1",4639,4646,"Tänk de dagar i Sverige du åker iväg när det är mörkt , kommer hem när det är mörkt , då är det lätt att bli deprimerad ."
"göra stan","pos",2,"göra_stan..2","['göra stan']","vbm","0.5","göra_stan..vbm.1",87,"None","['i..pp.1', 'låt..nn.2|låt..nn.1', '""', 'Borås..pm.1', ',', 'Borås..pm.1', '""', 'av..pp.1', 'Galenskaparna', 'och..kn.1', 'After', 'Shave', 'sjunga..vb.1', 'rad..nn.2|rad..nn.1', '""', 'i..pp.1', 'postorder-skor', 'och..kn.1', 'Algots-kostym', 'göra_stan..vbm.1', 'jag..pn.1', 'entré..nn.1', 'i..pp.1', 'stor..av.1', ',', 'Borås..pm.1', 'Borås..pm.1', '""\n']"
"ägna sig","pos",2,"ägna_sig..2","['ägna sig']","vbm","0.75","ägna_sig..vbm.1",30886,"None","['efter..pp.1', 'att..sn.1', 'ha..vb.1', 'höra..vb.1', 'kaliber..nn.1', 'skriva..vb.1', 'RKU:s', 'ordförande..nn.1', 'Pär..pm.1', 'Johansson..pm.1', 'en..al.1', 'lång..av.1', 'pressmeddelande..nn.1', 'vars..pn.1', 'kontenta..nn.1', 'vara..vb.1', 'att..sn.1', 'program..nn.1', 'ägna_sig..vbm.1', 'åt..pp.1', 'kampanjjournalistik..nn.1', 'färgad..av.1|färga..vb.1', 'av..pp.1', 'faktafel..nn.1', 'och..kn.1', 'citat..nn.1', 'tagen..av.1|ta..vb.1', 'ur..pp.1', 'sig..pn.1', 'sammanhang..nn.1', '.\n']"
"högfärdig","pos",2,,,"av","0.25","högfärdig..av.1",281,284,"Puko ( romani : uppblåst eller högfärdig ) har i svenskan blivit puckad ( dum , högfärdig ) ."
"kort","pos",2,,,"av","0.25","kort..av.1",134791,221095,"Fredrik Nordback prickade in en frispark redan efter fem minuter och närkingarna kontrollerade den första halvleken , men Assyriska kvitterade genom Patrick Amoah kort före paus och kom in i matchen ."
"i en klass för sig","pos",2,"i_en_klass_för_sig..1","['i en klass för sig']","avm","0.75","i_en_klass_för_sig..avm.1",105,"None","['-', 'Hammarby..pm.1', ',', 'Sandviken..pm.1', 'och..kn.1', 'Edsbyn..pm.1', 'vara..vb.1', 'i_en_klass_för_sig..avm.1', 'och..kn.1', 'vara..vb.1', 'nog..ab.1', 'god..av.1|bra..av.1|bra..ab.1', 'än', 'all..pn.1', 'lag..nn.2', 'från..pp.1', 'söder..nn.1', ',', 'säga..vb.1', 'Bollnäs', 'tränare..nn.1', 'Stefan..pm.1', 'Hansson..pm.1', '.\n']"
"elända","neg",-2,"elända..1","['elända']","av","0.5","elända..av.1",14,15,"Dagboken Agneta Horns leverne är hennes självbiografi , som hon inleder med en Beskrifning öfver min elända och mycket vedervärtiga vandringes tid samt alla mina mycket stora olyckor och hjärtans hårda sorger och vedervärtighet som mig därunder hopetals har mött alltifrån min första barndom och huru Gud alltid har hulpit mig med ett godt tålamod igenom gå alla mina vedervärtigheter ."
"centralstimulerande","pos",2,,,"av","0.25","centralstimulerande..av.1",284,284,"Marcus har diagnosen svår adhd , men har med hjälp av ett lätt centralstimulerande medel fått struktur i en tillvaro som tidigare var kaotisk ."
"skaplig","pos",2,"skaplig..1","['skaplig']","av","1.0","skaplig..av.1",2374,2535,"Det kändes tungt hela vägen och att det trots allt blev en skaplig placering tyder ju på att jag inte varit ensam om att ha haft problem ."
"skingra","neg",-2,,,"vb","0.25","skingra..vb.1",4055,4091,"Polisen lyckades vid 15-tiden skingra vänstergrupperna ."
"verklighetsfrånvänd","pos",2,,,"av","0.25","verklighetsfrånvänd..av.1",196,196,"Men jag är inte så verklighetsfrånvänd att jag tror att det kommer att hända snart ."
"leka","pos",2,"leka..1","['leka']","vb","0.75","leka..vb.1",35510,36248,"Man måste tänka efter i det dagliga umgänget med hästen också , säger hon och rättar till en kryssgjord under magen på en fyrbent arbetskamrat , som strax ska ut i vinterregnet för att springa av sig lite energi och leka en stund med kompisarna ."
"sorglig","neg",-2,"sorglig..1","['sorglig']","av","0.75","sorglig..av.1",9617,9620,"Till exempel är Thomas Broomés vita skulptur Eggshell mind - av en liten pojke vid sin skolbänk , med ett oskrivet pappersark framför sig och bakhuvudet spräckt - en vacker och på samma gång sorglig gestaltning av de krafter vi utsätts för innan vi haft en chans att skaffa oss redskapen att stå emot ."
"gnissla med tänderna","neg",-2,"gnissla_med_tänderna..1","['gnissla med tänderna']","vbm","0.5","gnissla_med_tänderna..vbm.1",1,"None","['[', '---', ']', 'bror..nn.1|broder..nn.1', 'till..pp.1', 'Urd', ',', 'som', 'bara..ab.1', 'vara..vb.1', 'fem..nl.1', 'år..nn.1', 'gammal..av.1', ',', 'då..ab.2|då..ab.1', 'hon..pn.1', 'bli..vb.1', 'bortröva..vb.1', 'och..kn.1', 'knappt..ab.1|knapp..av.1', 'kunna..vb.1', 'minnas..vb.1|minna..vb.1', 'hon..pn.1', ',', 'ha..vb.1', 'länge..ab.1', 'stå..vb.1', 'och..kn.1', 'gnissla_med_tänderna..vbm.1', 'utan..pp.1', 'att..sn.1', 'själv..pn.1', 'veta..vb.1', 'den..pn.1', ',', 'och..kn.1', 'man..nn.1', ',', 'som', 'skola..vb.2', 'ha..vb.1', 'gifta_sig..vbm.1', 'med..pp.1', 'Urd', ',', 'om..sn.1', 'hon..pn.1', 'inte..ab.1', 'ha..vb.1', 'bli..vb.1', 'bortstulen', ',', 'stå..vb.1', 'där..ab.1', 'dödsblek..av.1', 'och..kn.1', 'andas..vb.1', 'så..ab.1', 'tung..av.1', ',', 'att..sn.1', 'den..pn.1', 'låta..vb.1', 'som', 'en..al.1', 'rosslande..nn.1', '.\n']"
"bereda","pos",2,,,"vb","0.25","bereda..vb.1",51538,54920,"- Vi håller på att bereda ett beslut om stöd till Somalia , säger Johan Bergqvist på det svenska biståndsorganet Sida , och tillägger att det handlar om sex miljoner kronor ."
"ge upp","neg",-2,,,"vbm","0.25","ge_upp..vbm.1",30780,"None","[tysk..nn.1 ha..vb.1 komma..vb.1 med..pp.1 en..al.1 ultimatum..nn.1 till..pp.1 Norge..pm.1 att ge_upp..vbm.1 strid..nn.1 och..kn.1 kapitulera..vb.1 .]"
"lycksaliggöra","pos",2,"lycksaliggöra..1","['lycksaliggöra']","vb","0.5","lycksaliggöra..vb.1",0,"None",
"hållfast","pos",2,"hållfast..1","['hållfast']","av","0.5","hållfast..av.1",473,477,"2 4 okt 2005 Alliansens gemensamma reformförslag visar att man har ett hållfast alternativ att erbjuda ."
"gå långt","pos",2,"gå_långt..1","['gå långt']","vbm","0.5","gå_långt..vbm.1",10094,"None","['han..pn.1', 'tycka..vb.1', 'snarare..ab.1|snar..av.1', 'att..sn.1', 'den..pn.1', 'vara..vb.1', 'sorglig..av.1', 'och..kn.1', 'tragisk..av.2|tragisk..av.1', 'att..sn.1', 'de..pn.1', 'vara..vb.1', 'beredd..av.1|bereda..vb.1', 'att..sn.1', 'gå_långt..vbm.1', 'så..ab.1', '.\n']"
"otjusig","neg",-2,"otjusig..1","['otjusig']","av","0.5","otjusig..av.1",1,1,"den som däremot väcka en viss genans vara bild av "" kamrer "" med halv ned eller uppdra byxa , av de otjusig kropp , skär ända och sladdrig hudpåsar ."
"försämra","neg",-2,"försämra..1","['försämra']","vb","1.0","försämra..vb.1",20790,21493,"Förändringarna var långsiktigt behövliga , men i det korta perspektivet bidrog de snarare till att försämra läget ."
"bedröva","neg",-2,"bedröva..1","['bedröva']","vb","1.0","bedröva..vb.1",1417,1442,"Att chagrinera ( franska : chagriner ) är att ge någonting ( läder , papper och så vidare ) utseende av chagrin ; bedröva , gräma , såra ."
"behandlingsbar","pos",2,"behandlingsbar..1","['behandlingsbar']","av","0.75","behandlingsbar..av.1",411,416,"Det är också brukligt att i liknande sammanhang sätta in en antidepressiv medicin , för att hjälpa patienten ur depressionen så att hon orkar hjälpa till själv och bli behandlingsbar ."
"foträt","pos",2,"foträt..1","['foträt']","av","0.5","foträt..av.1",89,89,"Om nidbilden av SVT är något foträt är Annie Wegelius dess motsats ."
"svår","neg",-2,"svår..1","['svår']","av","0.75","svår..av.1",381904,388439,"- Terry har gjort sitt bästa i en svår situation , särskilt med tanke på alla våra skador , säger lagets general manager Larry Harris ."
"sjukhusren","pos",2,"sjukhusren..1","['sjukhusren']","av","0.75","sjukhusren..av.1",0,"None",
"dra på smilbanden","pos",2,"dra_på_smilbandet..1","['dra på smilbanden', 'dra på smilbandet']","vbm","0.75","dra_på_smilbandet..vbm.1",55,"None","['och..kn.1', 'man..pn.1', 'som', 'dra_på_smilbandet..vbm.1', 'när..ab.1', 'trio..nn.1', 'dyka_upp..vbm.1', 'i..pp.1', 'örådet', 'vara..vb.1', 'Pål', '.\n']"
"tillfredsställd","pos",2,"tillfredsställd..1","['tillfredsställd']","av","0.75","tillfredsställd..av.1",85,924,"Pizza Huts svenska vd Björn Källström tror sig se en ökad efterfrågan för det som i USA kallas casual dining - Det stämmer , marknaden för casual dining är inte helt tillfredsställd och det finns en stark efterfrågan , säger han ."
"jämmerlig","neg",-2,"jämmerlig..1","['jämmerlig']","av","1.0","jämmerlig..av.1",55,55,"Mot detta står att Tanzania harvar på en jämmerlig nivå – med bara 4 procent av OECD : s medelvärde ."
"vind","neg",-2,,,"av","0.25","vind..av.1",417,34250,"Högt över havet , Göta kanal , Gamla Nordsjön och Sol vind och vatten ."
"bruten","neg",-2,"bruten..1","['bruten']","av","0.5","bruten..av.1",7853,7916,"Han fick tänderna skadade , blödande sår i ansiktet och en bruten fot ."
"karikera","pos",2,,,"vb","0.25","karikera..vb.1",364,364,"REGISSÖREN ROAR SIG annars med att karikera rollgalleriet ."
"diska","pos",2,"diska..1","['diska']","vb","0.75","diska..vb.1",5257,5347,"+ Godkänd värmehållning och lätt att diska ."
"vän","pos",2,"vän..2","['vän']","av","0.5","vän..av.1",1736,131474,"Hon var en viktig del av vår uppväxt och hon förblev en stark personlighet och en uppskattad vän genom hela livet ."
"nedstämmande","neg",-2,"nedstämmande..1","['nedstämmande']","av","0.75","nedstämmande..av.1",35,35,"- Visst är det med kluvna känslor jag åker , för att det är så nedstämmande att se under vilka ohyggliga förhållanden människorna lever ."
"vördnadsvärd","pos",2,"vördnadsvärd..1","['vördnadsvärd']","av","0.75","vördnadsvärd..av.1",139,142,"– Det kinesiska tecknet för gammal betyder däremot samtidigt klok och vördnadsvärd , ­säger Maria Larsson , som vill att regeringen så fort som möjligt ska ­införa även ålder bland lagens diskrimineringsgrunder ."
"skarpladdad","pos",2,,,"av","0.25","skarpladdad..av.1",643,643,"Den ene av de två 22-åringarna hade en skarpladdad pistol med sig och kom i bråk med en jämnårig man utanför ett café på Kungsgatan ."
"besegra","pos",2,"besegra..1","['besegra']","vb","0.5","besegra..vb.1",34256,34285,"Efter den fjärde var hon plötslig mänsklig och möjlig att besegra ."
"pillemarisk","pos",2,"pillemarisk..1","['pillemarisk']","av","0.5","pillemarisk..av.1",98,98,"- Han är pillemarisk och väldigt positiv ."
"obalanserad","neg",-2,"obalanserad..1","['obalanserad']","av","0.5","obalanserad..av.1",573,580,"Modern upplevde dottern som obalanserad och i behov av hjälp ."
"flaggprydd","pos",2,"flaggprydd..1","['flaggprydd']","av","0.5","flaggprydd..av.1",22,22,"Till dånande pukslag och mässingshorn stiger så George W Bush ut på en flaggprydd scen i Pennsylvania ."
"ytlig","neg",-2,,,"av","0.25","ytlig..av.1",6753,6880,"personer till förmån för dem med en bättre , ytlig » social kompetens «"
"besluta sig","pos",2,,,"vbm","0.25","besluta_sig..vbm.1",9405,"None","['och..kn.1', 'senare..ab.1|sen..av.1', 'på..pp.1', 'söndag..nn.1', 'besluta_sig..vbm.1', 'också..ab.1', 'USA..pma.1', 'för..pp.1', 'att..sn.1', 'skicka..vb.1', 'en..al.1', 'team..nn.1', 'med..pp.1', 'FBI-agenter', 'till..pp.1', 'Bali..pm.1', 'för..pp.1', 'att..sn.1', 'bistå..vb.1', 'en..al.1', 'indonesisk..av.1', 'myndighet..nn.1', 'med..pp.1', 'utredning..nn.1', '.\n']"
"yr","neg",2,"yr..2","['yr']","av","1.0","yr..av.1",1726,1758,"Helt yr ."
"kurerbar","pos",2,"kurerbar..1","['kurerbar']","av","0.5","kurerbar..av.1",1,1,"['först..ab.1', 'tro..vb.1', 'de..pn.1', 'hjärnblödning..nn.1', ',', 'men..kn.1', 'sen..ab.1', 'bli..vb.1', 'bud..nn.1', 'hjärnhinneinflammation..nn.1', '(', 'en..al.1|den..pn.1', 'kurerbar..av.1', 'sort..nn.1', ')', '.\n']"
"besvärlig","neg",-2,"besvärlig..1","['besvärlig']","av","0.5","besvärlig..av.1",13904,14201,"En liten konkurrent som upplevs som alltför besvärlig kan ” prisas ” eller köpas ur marknaden ."
"sjaskig","neg",-2,"sjaskig..1","['sjaskig']","av","0.5","sjaskig..av.1",527,527,"Tj- och sj-ljud kan få samma effekt : tjafsa , tjaskig , sjaskig , sjabbig , sjana , sjajas , sjatte , sjavig ."
"fängsla","neg",-2,,,"vb","0.25","fängsla..vb.1",14888,14919,"En helhet , en förmåga att kunna fängsla en fullsatt kyrka ."
"glädjerik","pos",2,"glädjerik..1","['glädjerik']","av","0.75","glädjerik..av.1",46,59,"Den ena är glädjerik ."
"kvistig","neg",-2,"kvistig..2","['kvistig']","av","0.5","kvistig..av.1",83,83,"- Svensk ek är för kvistig , så det blir för det mesta dansk eller polsk ek ."
"rättvisande","pos",2,"rättvisande..1","['rättvisande']","av","0.5","rättvisande..av.1",1680,1949,"Siffrorna ger dock ingen helt rättvisande bild av vårdinsatserna vid våldsbrott på grund av att patienter i öppenvård inte finns med ."
"jättesnäll","pos",3,"jättesnäll..1","['jättesnäll']","av","0.5","jättesnäll..av.1",496,496,"Jag vill hälsa till min tjej Emelie som är jättesnäll och go ."
"sanna","pos",2,"sanna..1","['sanna']","vb","0.5","sanna..vb.1",260,267,"Han har tagit över stafettpinnen efter Maxwell , Planck och Einstein i jakten på ljusets sanna natur ."
"godsint","pos",2,"godsint..1","['godsint']","av","0.5","godsint..av.1",18,18,"Även om invasionen på planen var godsint , hävdades det att en supporter attackerade en funktionär och St Helens Town lämnade därefter återbud på en vänskapsmatch som var planerad , efter råd från deras säkerhetsman ."
"följdenlig","pos",2,"följdenlig..1","['följdenlig']","av","0.5","följdenlig..av.1",30,30,"['med..pp.1', 'en..al.1|den..pn.1', 'följdenlig..av.1', 'anställning..nn.1', 'begynna..vb.1', 'en..al.1', 'lång..av.1', 'och..kn.1', 'trogen..av.1', 'men..kn.1', 'ingalunda..ab.1', 'friktionsfri..av.1', 'tjänst..nn.2|tjänst..nn.1', ',', 'som', 'formell..av.1', 'ända..vb.2|ända..vb.1', 'med..pp.1', 'pensionering..nn.1', '1985', '.\n']"
"spela upp","pos",2,,,"vbm","0.25","spela_upp..vbm.1",5509,"None","['-', 'den..pn.1', 'vara..vb.1', 'den_här..pnm.1', 'man..pn.1', 'komma_hem..vbm.1', 'för..pp.1', ',', 'för..pp.1', 'att..sn.1', 'spela_upp..vbm.1', 'Rögle', 'i..pp.1', 'elitserie..nn.1', '.\n']"
"tandlös","neg",-2,,,"av","0.25","tandlös..av.1",1280,1285,"I dag är lagstiftningen tandlös och därför måste Miljöbalken ses över , miljöbrottslingar måste kunna dömas till kännbara straff ."
"inhuman","neg",-2,,,"av","0.25","inhuman..av.1",884,894,"Den var förnedrande , inhuman , oacceptabel och olaglig ."
"oppfriskande","pos",2,"uppfriskande..1","['oppfriskande', 'uppfriskande']","av","0.5","uppfriskande..av.1",0,"None",
"minska","pos",2,,,"vb","0.25","minska..vb.1",185284,195887,"Men det är viktigt att försöka minska barngrupperna , framför allt för de yngre barnen , säger Frank Andersson ."
"förvärva","pos",2,,,"vb","0.25","förvärva..vb.1",13692,14762,"- Ska stan ta över huset så måste de förvärva hela området ."
"urtrist","neg",-2,,,"av","0.25","urtrist..av.1",210,211,"På scen In a dark and northern place Insnöad komedi om att vara 13 år i en urtrist provins ."
"skicka in","pos",2,,,"vbm","0.25","skicka_in..vbm.1",12502,"None","['men..kn.1', 'nu..ab.1', 'komma..vb.1', 'vi..pn.1', 'till..pp.1', 'en..al.1|den..pn.1', 'tredje', 'princip..nn.1', ',', 'som', 'skicka_in..vbm.1', 'vi..pn.1', 'i..pp.1', 'en..al.1', 'gråzon..nn.1', ':', '3', '.\n']"
"gå","pos",2,"gå..4","['gå']","vb","0.75","gå..vb.1",1091990,1698811,"- Vi har fått löften om att letandet ska fortsätta så länge någon vill och vi har också fått thailändska löften om att det ska gå att söka på speciella ställen , där vi vill leta vidare , sade Göran Persson till TT , när han på måndagen kom till Phuket tillsammans med sina finländska och norska kollegor ."
"tokig","pos",2,"tokig..3","['tokig']","av","0.75","tokig..av.1",7324,7329,"Det skulle bli en helt tokig logistik , säger Per Carlsson på arrangören PK Musik ."
"hormonbehandlad","pos",2,"hormonbehandlad..1","['hormonbehandlad']","av","0.5","hormonbehandlad..av.1",50,50,"Samtidigt lurar hotet om en internationell stålkonflikt och EU:s ovilja att följa WTO:s utslag om import av hormonbehandlad mat ."
"snuva ned","neg",-2,"snuva_ned..1","['snuva ned', 'snuva ner']","vbm","0.75","snuva_ner..vbm.1",1,"None",
"fatta beslut","pos",2,,,"vbm","0.25","fatta_beslut..vbm.1",24361,"None","['enligt..pp.1', 'tidning..nn.1', 'källa..nn.1', 'skola..vb.2', 'försäkringsbolag..nn.1', 'Pohjola', 'inom..pp.1', 'en..al.1', 'nära..av.1', 'dag..nn.1', 'grunda..vb.2|grunda..vb.1', 'en..al.1|den..pn.1', 'ny..av.1', 'bank..nn.2|bank..nn.1', 'tillsammans..ab.1', 'med..pp.1', 'sparbank..nn.1', 'och..kn.1', 'Pohjolas', 'storägare', 'Suomibolagen.Sparbanksförbundet', 'skola..vb.2', 'för..pp.1', 'sig..pn.1', 'del..nn.1', 'fatta_beslut..vbm.1', 'i..pp.1', 'sak..nn.1', 'vid..pp.1', 'en..al.1', 'extra..av.1', 'förbundsstämma', 'på..pp.1', 'måndag..nn.1', '.\n']"
"knepig","neg",-2,"knepig..1","['knepig']","av","0.5","knepig..av.1",5230,5235,"Så det är en situation som är knepig ."
"tillfredsställande","pos",2,"tillfredsställande..1","['tillfredsställande']","av","0.5","tillfredsställande..av.1",19,10703,"När man som gynekolog arbetar mycket med unga kvinnor blir man snart varse hur avhängigt ett tillfredsställande sexualliv är av en god självkänsla och ett accepterande av kroppen , oavsett hurdan den råkar vara ."
"illaluktande","neg",-2,,,"av","0.25","illaluktande..av.1",1016,1018,"Humus bildas när organiskt material bryts ner och är inte direkt farligt , men kan göra vattnet illaluktande och brunaktigt om den kommer ut i ledningarna ."
"lumpen","neg",-2,"lumpen..1","['lumpen']","av","0.5","lumpen..av.1",97,98,"Att han gått med i Jehovas vittnen satte sina spår , han vägrade göra lumpen och fick sitta några dagar i buren med inställda Dramatenföreställningar som följd ."
"komma åt","neg",-2,"komma_åt..3","['komma åt']","vbm","0.75","komma_åt..vbm.2",4948,"None",
"hålla till godo","pos",2,"hålla_till_godo..1","['hålla till godo', 'hålla tillgodo']","vbm","0.5","hålla_tillgodo..vbm.1",26855,"None","['hålla_tillgodo..vbm.1', 'med..pp.1', 'denna..pn.1', '...', 'J', ':', 'tänka..vb.1', 'ge_bort..vbm.1', 'en..al.1', 'epilator', '(', 'hårbortdragare', ')', 'till..pp.1', 'jag..pn.1', 'tjej..nn.1', 'Anja..pm.1', '...', 'GP', ':', 's', 'rimreportrar', ':', 'gott..av.1|god..av.1', 'ny..av.1', 'hår..nn.2|hår..nn.1', '!\n']"
"optimal","pos",2,"optimal..1","['optimal']","av","0.75","optimal..av.1",8872,9281,"Vid optimal sjukdomskontroll kan astmatikern träna på såväl submaximal [ 3 ] som maximal intensitetsnivå [ 9 , 10 ] utan att få ansträngningsutlösta andningsbesvär ."
"indignerad","neg",-2,"indignerad..1","['indignerad']","av","0.5","indignerad..av.1",783,785,"Det hela närmade sig komikens gräns när Jarl lite lätt indignerad ( ?"
"åtnöjas","pos",2,"åtnöjas..1","['åtnöjas']","vb","0.5","åtnöjas..vb.1",57,59,"Nej , den tyska befolkningens missnöje i Tjeckoslovakien hade snarare att göra med att den förlorat den privilegierade roll den spelade i den gamla Donaumonarkin , där tjeckerna fick åtnöjas med rollen som ” das Dienstbotenvolk ” ."
"oförståelig","neg",-2,,,"av","0.25","oförståelig..av.1",318,320,"Fortfarande tycker jag att mycket poesi är helt oförståelig och ännu grinar jag illa åt överanvändningen av ord som ångest , plåga och svart ."
"hota","neg",-2,,,"vb","0.25","hota..vb.1",88566,89097,"Är det meningen att ni ska hota civila ?"
"desperat","neg",-2,,,"av","0.25","desperat..av.1",10153,10583,"Det framgår av en rapport från Oxfam.Den brittiska biståndsorganisationen uppger , efter att ha studerat 3.500 människor i Maradiregionen , att 70 procent av nomadernas boskap dött på grund av brist på foder.Boskap är oumbärlig för det nomadiska levnadssättet och riktad hjälp krävs för att hjälpa dem , enligt Oxfam.Nomader som tuareger och fulani utgör omkring 20 procent av Nigers befolkning på 12,9 miljoner.- För Nigers nomader är situationen desperat , säger Natasha Kofoworola Quist , Oxfams region ..."
"öppen","pos",2,,,"av","0.25","öppen..av.1",140741,151080,"Men under de längre samlingarna vill vi ha en öppen samling ."
"höja till skyarna","pos",2,"höja_till_skyarna..1","['höja till skyarna']","vbm","0.75","höja_till_skyarna..vbm.1",389,"None","['två..nl.1', 'dag..nn.1', 'i_rad..abm.1', 'ha..vb.1', 'socialdemokratisk..av.1', 'Aftonbladet..pm.1', 'höja_till_skyarna..vbm.1', 'en..al.1|den..pn.1', 'moderat..av.1', 'statsminister..nn.1', '.\n']"
"förtjäna","pos",2,"förtjäna..1","['förtjäna']","vb","0.75","förtjäna..vb.1",14307,14663,"Män kan inte ta hand om sina barn , kvinnor är opålitlig arbetskraft och måste förtjäna kärlek genom att vara duktiga , vackra , och maskera sitt beroende ."
"torrögd","pos",2,"torrögd..1","['torrögd']","av","0.75","torrögd..av.1",15,15,"Berättelsen är torrögd och vasstungad ."
"förstöras","neg",-2,,,"vb","0.25","förstöras..vb.1",0,14405,"Hur ersätter ni dem vars varor har hunnit förstöras ?"
"outvecklad","neg",-2,"outvecklad..1","['outvecklad']","av","0.75","outvecklad..av.1",726,775,"När teorin är outvecklad och det istället är hypotesgenerering som är huvudmålet kan risken vara att det finns många rivaliserande potentiella förklaringar till utfallet ."
"komplett","pos",2,,,"av","0.25","komplett..av.1",10769,10934,"Betydligt bättre är att styra färden till närbelägna Balaklava , en liten stad inklämd i en bedårande fjord , komplett med ruinerna av en 1400-talsborg ovanför sig ."
